Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-79.63,43.68,TORONTO INTL A,6158731,2025-05-25,2025,5,25,,18.6,,6.5,,12.6,,5.4,,0.0,,0.9,,0.0,,0.9,,,,2.0,,40.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-05-26,2025,5,26,,21.5,,7.1,,14.3,,3.7,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-05-27,2025,5,27,,21.3,,10.0,,15.7,,2.3,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-05-28,2025,5,28,,17.8,,9.9,,13.9,,4.1,,0.0,,7.0,,0.0,,7.0,,,,13.0,,34.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-05-29,2025,5,29,,19.1,,11.8,,15.5,,2.5,,0.0,,0.9,,0.0,,0.9,,,,24.0,,34.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-05-30,2025,5,30,,24.8,,12.9,,18.9,,0.0,,0.9,,0.0,,0.0,,0.0,,,,30.0,,47.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-05-31,2025,5,31,,13.9,,7.2,,10.6,,7.4,,0.0,,0.0,,0.0,,0.0,,,,32.0,,65.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-06-01,2025,6,1,,16.7,,4.9,,10.8,,7.2,,0.0,,0.0,T,0.0,,0.0,T,,,31.0,,52.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-06-02,2025,6,2,,23.4,,5.9,,14.7,,3.3,,0.0,,0.0,,0.0,,0.0,,,,28.0,,41.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-06-03,2025,6,3,,28.1,,13.8,,21.0,,0.0,,3.0,,0.0,,0.0,,0.0,,,,21.0,,44.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-06-04,2025,6,4,,31.3,,15.3,,23.3,,0.0,,5.3,,9.8,,0.0,,9.8,,,,26.0,,70.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-06-05,2025,6,5,,21.5,,15.6,,18.6,,0.0,,0.6,,2.2,,0.0,,2.2,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-06-06,2025,6,6,,24.4,,13.9,,19.2,,0.0,,1.2,,0.0,,0.0,,0.0,,,,35.0,,33.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-06-07,2025,6,7,,25.9,,14.2,,20.1,,0.0,,2.1,,0.0,,0.0,,0.0,,,,36.0,,42.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-06-08,2025,6,8,,23.4,,12.3,,17.9,,0.1,,0.0,,0.0,T,0.0,,0.0,T,,,11.0,,43.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-06-09,2025,6,9,,23.2,,15.5,,19.4,,0.0,,1.4,,0.6,,0.0,,0.6,,,,15.0,,36.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-06-10,2025,6,10,,23.4,,12.4,,17.9,,0.1,,0.0,,0.0,T,0.0,,0.0,T,,,27.0,,54.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-06-11,2025,6,11,,28.4,,13.6,,21.0,,0.0,,3.0,,0.0,,0.0,,0.0,,,,24.0,,52.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-06-12,2025,6,12,,25.1,,14.8,,20.0,,0.0,,2.0,,0.0,T,0.0,,0.0,T,,,29.0,,45.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-06-13,2025,6,13,,19.3,,13.3,,16.3,,1.7,,0.0,,0.0,,0.0,,0.0,,,,10.0,,32.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-06-14,2025,6,14,,20.9,,14.3,,17.6,,0.4,,0.0,,0.0,,0.0,,0.0,,,,11.0,,39.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-06-15,2025,6,15,,23.8,,14.1,,19.0,,0.0,,1.0,,0.0,,0.0,,0.0,,,,10.0,,33.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-06-16,2025,6,16,,23.8,,14.0,,18.9,,0.0,,0.9,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-06-17,2025,6,17,,26.1,,16.0,,21.1,,0.0,,3.1,,0.0,,0.0,,0.0,,,,15.0,,32.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-06-18,2025,6,18,,27.9,,19.7,,23.8,,0.0,,5.8,,24.2,,0.0,,24.2,,,,20.0,,41.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-06-19,2025,6,19,,25.1,,15.6,,20.4,,0.0,,2.4,,0.0,T,0.0,,0.0,T,,,31.0,,76.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-06-20,2025,6,20,,27.1,,13.7,,20.4,,0.0,,2.4,,0.0,,0.0,,0.0,,,,26.0,,46.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-06-21,2025,6,21,,28.1,,18.2,,23.2,,0.0,,5.2,,0.0,T,0.0,,0.0,T,,,23.0,,45.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-06-22,2025,6,22,,34.8,,24.8,,29.8,,0.0,,11.8,,0.0,,0.0,,0.0,,,,32.0,,52.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-06-23,2025,6,23,,36.0,,22.7,,29.4,,0.0,,11.4,,0.0,,0.0,,0.0,,,,24.0,,46.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-06-24,2025,6,24,,35.6,,24.8,,30.2,,0.0,,12.2,,0.0,,0.0,,0.0,,,,26.0,,50.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-06-25,2025,6,25,,30.0,,22.9,,26.5,,0.0,,8.5,,0.0,T,0.0,,0.0,T,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-06-26,2025,6,26,,23.5,,16.5,,20.0,,0.0,,2.0,,6.2,,0.0,,6.2,,,,9.0,,37.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-06-27,2025,6,27,,25.1,,16.5,,20.8,,0.0,,2.8,,5.4,,0.0,,5.4,,,,30.0,,37.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-06-28,2025,6,28,,27.5,,16.4,,22.0,,0.0,,4.0,,0.0,,0.0,,0.0,,,,29.0,,50.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-06-29,2025,6,29,,27.1,,13.7,,20.4,,0.0,,2.4,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-06-30,2025,6,30,,26.3,,18.2,,22.3,,0.0,,4.3,,7.3,,0.0,,7.3,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-07-01,2025,7,1,,30.3,,19.4,,24.9,,0.0,,6.9,,0.0,T,0.0,,0.0,T,,,26.0,,46.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-07-02,2025,7,2,,31.4,,17.2,,24.3,,0.0,,6.3,,0.0,,0.0,,0.0,,,,25.0,,48.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-07-03,2025,7,3,,27.7,,15.8,,21.8,,0.0,,3.8,,0.0,,0.0,,0.0,,,,32.0,,52.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-07-04,2025,7,4,,26.5,,13.8,,20.2,,0.0,,2.2,,0.0,,0.0,,0.0,,,,13.0,,32.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-07-05,2025,7,5,,30.4,,19.4,,24.9,,0.0,,6.9,,0.8,,0.0,,0.8,,,,23.0,,42.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-07-06,2025,7,6,,34.5,,22.5,,28.5,,0.0,,10.5,,0.0,,0.0,,0.0,,,,24.0,,50.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-07-07,2025,7,7,,29.7,,20.2,,25.0,,0.0,,7.0,,0.0,,0.0,,0.0,,,,34.0,,41.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-07-08,2025,7,8,,26.1,,19.1,,22.6,,0.0,,4.6,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-07-09,2025,7,9,,27.0,,18.4,,22.7,,0.0,,4.7,,0.9,,0.0,,0.9,,,,36.0,,33.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-07-10,2025,7,10,,28.0,,17.2,,22.6,,0.0,,4.6,,12.7,,0.0,,12.7,,,,35.0,,41.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-07-11,2025,7,11,,31.3,,19.6,,25.5,,0.0,,7.5,,0.0,,0.0,,0.0,,,,25.0,,35.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-07-12,2025,7,12,,33.7,,22.6,,28.2,,0.0,,10.2,,0.0,,0.0,,0.0,,,,22.0,,45.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-07-13,2025,7,13,,31.6,,20.9,,26.3,,0.0,,8.3,,21.4,,0.0,,21.4,,,,23.0,,58.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-07-14,2025,7,14,,29.6,,21.9,,25.8,,0.0,,7.8,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-07-15,2025,7,15,,31.9,,18.9,,25.4,,0.0,,7.4,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-07-16,2025,7,16,,32.4,,20.1,,26.3,,0.0,,8.3,,0.0,,0.0,,0.0,,,,17.0,,39.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-07-17,2025,7,17,,29.2,,14.6,,21.9,,0.0,,3.9,,0.0,T,0.0,,0.0,T,,,30.0,,67.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-07-18,2025,7,18,,22.8,,13.3,,18.1,,0.0,,0.1,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-07-19,2025,7,19,,27.7,,13.7,,20.7,,0.0,,2.7,,0.0,,0.0,,0.0,,,,14.0,,32.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-07-20,2025,7,20,,27.5,,18.5,,23.0,,0.0,,5.0,,48.1,,0.0,,48.1,,,,28.0,,45.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-07-21,2025,7,21,,23.8,,15.6,,19.7,,0.0,,1.7,,0.0,,0.0,,0.0,,,,36.0,,42.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-07-22,2025,7,22,,24.2,,14.3,,19.3,,0.0,,1.3,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-07-23,2025,7,23,,27.6,,15.9,,21.8,,0.0,,3.8,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-07-24,2025,7,24,,33.6,,18.9,,26.3,,0.0,,8.3,,2.7,,0.0,,2.7,,,,32.0,,55.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-07-25,2025,7,25,,29.9,,20.8,,25.4,,0.0,,7.4,,0.0,T,0.0,,0.0,T,,,33.0,,35.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-07-26,2025,7,26,,29.5,,19.2,,24.4,,0.0,,6.4,,5.1,,0.0,,5.1,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-07-27,2025,7,27,,32.3,,22.3,,27.3,,0.0,,9.3,,0.0,,0.0,,0.0,,,,30.0,,42.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-07-28,2025,7,28,,33.4,,19.8,,26.6,,0.0,,8.6,,0.0,,0.0,,0.0,,,,26.0,,33.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-07-29,2025,7,29,,32.8,,21.8,,27.3,,0.0,,9.3,,0.0,,0.0,,0.0,,,,35.0,,39.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-07-30,2025,7,30,,29.9,,18.7,,24.3,,0.0,,6.3,,0.3,,0.0,,0.3,,,,35.0,,48.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-07-31,2025,7,31,,24.1,,16.8,,20.5,,0.0,,2.5,,4.1,,0.0,,4.1,,,,10.0,,33.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-08-01,2025,8,1,,24.8,,15.1,,20.0,,0.0,,2.0,,0.0,,0.0,,0.0,,,,34.0,,42.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-08-02,2025,8,2,,27.1,,14.1,,20.6,,0.0,,2.6,,0.0,,0.0,,0.0,,,,32.0,,35.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-08-03,2025,8,3,,29.3,,15.6,,22.5,,0.0,,4.5,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-08-04,2025,8,4,,29.3,,15.7,,22.5,,0.0,,4.5,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-08-05,2025,8,5,,28.4,,18.7,,23.6,,0.0,,5.6,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-08-06,2025,8,6,,28.4,,20.3,,24.4,,0.0,,6.4,,0.0,,0.0,,0.0,,,,15.0,,33.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-08-07,2025,8,7,,28.6,,20.4,,24.5,,0.0,,6.5,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-08-08,2025,8,8,,29.7,,20.7,,25.2,,0.0,,7.2,,0.0,,0.0,,0.0,,,,15.0,,35.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-08-09,2025,8,9,,32.3,,21.4,,26.9,,0.0,,8.9,,0.0,,0.0,,0.0,,,,22.0,,35.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-08-10,2025,8,10,,32.8,,20.6,,26.7,,0.0,,8.7,,0.0,,0.0,,0.0,,,,16.0,,35.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-08-11,2025,8,11,,32.7,,21.8,,27.3,,0.0,,9.3,,0.0,,0.0,,0.0,,,,18.0,,41.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-08-12,2025,8,12,,34.7,,22.2,,28.5,,0.0,,10.5,,8.0,,0.0,,8.0,,,,22.0,,54.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-08-13,2025,8,13,,30.9,,19.9,,25.4,,0.0,,7.4,,6.3,,0.0,,6.3,,,,34.0,,42.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-08-14,2025,8,14,,27.6,,18.5,,23.1,,0.0,,5.1,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-08-15,2025,8,15,,29.4,,19.6,,24.5,,0.0,,6.5,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-08-16,2025,8,16,,31.1,,19.5,,25.3,,0.0,,7.3,,0.0,,0.0,,0.0,,,,16.0,,32.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-08-17,2025,8,17,,27.0,,16.9,,22.0,,0.0,,4.0,,27.9,,0.0,,27.9,,,,35.0,,46.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-08-18,2025,8,18,,21.5,,13.1,,17.3,,0.7,,0.0,,0.0,,0.0,,0.0,,,,13.0,,33.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-08-19,2025,8,19,,21.9,,16.5,,19.2,,0.0,,1.2,,15.4,,0.0,,15.4,,,,10.0,,35.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-08-20,2025,8,20,,21.1,,17.6,,19.4,,0.0,,1.4,,0.3,,0.0,,0.3,,,,6.0,,32.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-08-21,2025,8,21,,23.6,,15.4,,19.5,,0.0,,1.5,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-08-22,2025,8,22,,26.8,,16.6,,21.7,,0.0,,3.7,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-08-23,2025,8,23,,26.3,,17.4,,21.9,,0.0,,3.9,,0.0,,0.0,,0.0,,,,23.0,,41.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-08-24,2025,8,24,,25.6,,14.9,,20.3,,0.0,,2.3,,1.5,,0.0,,1.5,,,,28.0,,50.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-08-25,2025,8,25,,21.2,,12.9,,17.1,,0.9,,0.0,,0.0,T,0.0,,0.0,T,,,28.0,,54.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-08-26,2025,8,26,,21.5,,11.0,,16.3,,1.7,,0.0,,1.9,,0.0,,1.9,,,,28.0,,50.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-08-27,2025,8,27,,23.5,,10.5,,17.0,,1.0,,0.0,,0.0,,0.0,,0.0,,,,26.0,,39.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-08-28,2025,8,28,,18.7,,11.2,,15.0,,3.0,,0.0,,5.4,,0.0,,5.4,,,,32.0,,48.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-08-29,2025,8,29,,18.1,,9.0,,13.6,,4.4,,0.0,,0.0,,0.0,,0.0,,,,31.0,,41.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-08-30,2025,8,30,,22.2,,7.8,,15.0,,3.0,,0.0,,0.0,,0.0,,0.0,,,,31.0,,35.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-08-31,2025,8,31,,22.8,,10.0,,16.4,,1.6,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-09-01,2025,9,1,,24.3,,11.2,,17.8,,0.2,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-09-02,2025,9,2,,25.2,,13.1,,19.2,,0.0,,1.2,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-09-03,2025,9,3,,27.5,,13.6,,20.6,,0.0,,2.6,,0.0,,0.0,,0.0,,,,18.0,,42.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-09-04,2025,9,4,,20.1,,12.0,,16.1,,1.9,,0.0,,19.3,,0.0,,19.3,,,,32.0,,42.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-09-05,2025,9,5,,23.9,,12.1,,18.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,24.0,,67.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-09-06,2025,9,6,,20.1,,10.4,,15.3,,2.7,,0.0,,0.0,T,0.0,,0.0,T,,,24.0,,42.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-09-07,2025,9,7,,19.7,,8.8,,14.3,,3.7,,0.0,,0.0,T,0.0,,0.0,T,,,25.0,,46.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-09-08,2025,9,8,,19.6,,7.2,,13.4,,4.6,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-09-09,2025,9,9,,22.3,,8.4,,15.4,,2.6,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-09-10,2025,9,10,,24.8,,11.3,,18.1,,0.0,,0.1,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-09-11,2025,9,11,,25.8,,14.2,,20.0,,0.0,,2.0,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-09-12,2025,9,12,,23.0,,13.7,,18.4,,0.0,,0.4,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-09-13,2025,9,13,,25.7,,16.7,,21.2,,0.0,,3.2,,0.0,T,0.0,,0.0,T,,,28.0,,33.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-09-14,2025,9,14,,26.3,,14.4,,20.4,,0.0,,2.4,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-09-15,2025,9,15,,24.6,,15.0,,19.8,,0.0,,1.8,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-09-16,2025,9,16,,25.8,,12.9,,19.4,,0.0,,1.4,,0.0,,0.0,,0.0,,,,11.0,,32.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-09-17,2025,9,17,,25.7,,12.4,,19.1,,0.0,,1.1,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-09-18,2025,9,18,,29.9,,13.2,,21.6,,0.0,,3.6,,0.0,,0.0,,0.0,,,,34.0,,41.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-09-19,2025,9,19,,21.6,,12.6,,17.1,,0.9,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-09-20,2025,9,20,,18.7,,10.5,,14.6,,3.4,,0.0,,0.0,,0.0,,0.0,,,,8.0,,33.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-09-21,2025,9,21,,24.9,,11.4,,18.2,,0.0,,0.2,,22.8,,0.0,,22.8,,,,26.0,,67.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-09-22,2025,9,22,,24.1,,17.6,,20.9,,0.0,,2.9,,12.1,,0.0,,12.1,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-09-23,2025,9,23,,25.8,,18.1,,22.0,,0.0,,4.0,,38.1,,0.0,,38.1,,,,33.0,,45.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-09-24,2025,9,24,,22.1,,18.1,,20.1,,0.0,,2.1,,9.7,,0.0,,9.7,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-09-25,2025,9,25,,21.6,,16.6,,19.1,,0.0,,1.1,,3.9,,0.0,,3.9,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-09-26,2025,9,26,,24.8,,14.0,,19.4,,0.0,,1.4,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-09-27,2025,9,27,,25.8,,15.5,,20.7,,0.0,,2.7,,0.0,,0.0,,0.0,,,,17.0,,35.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-09-28,2025,9,28,,24.4,,13.4,,18.9,,0.0,,0.9,,0.0,,0.0,,0.0,,,,33.0,,37.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-09-29,2025,9,29,,25.5,,10.8,,18.2,,0.0,,0.2,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-09-30,2025,9,30,,22.4,,13.2,,17.8,,0.2,,0.0,,0.0,,0.0,,0.0,,,,6.0,,33.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-10-01,2025,10,1,,17.5,,8.1,,12.8,,5.2,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-10-02,2025,10,2,,18.8,,9.5,,14.2,,3.8,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-10-03,2025,10,3,,24.3,,8.9,,16.6,,1.4,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-10-04,2025,10,4,,26.9,,15.1,,21.0,,0.0,,3.0,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-10-05,2025,10,5,,27.2,,15.1,,21.2,,0.0,,3.2,,0.0,,0.0,,0.0,,,,16.0,,32.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-10-06,2025,10,6,,28.1,,15.2,,21.7,,0.0,,3.7,,0.0,,0.0,,0.0,,,,24.0,,41.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-10-07,2025,10,7,,21.8,,12.8,,17.3,,0.7,,0.0,,0.9,,0.0,,0.9,,,,33.0,,45.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-10-08,2025,10,8,,14.8,,5.5,,10.2,,7.8,,0.0,,0.0,,0.0,,0.0,,,,33.0,,52.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-10-09,2025,10,9,,12.9,,3.7,,8.3,,9.7,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-10-10,2025,10,10,,17.5,,3.0,,10.3,,7.7,,0.0,,3.3,,0.0,,3.3,,,,17.0,,39.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-10-11,2025,10,11,,18.3,,11.1,,14.7,,3.3,,0.0,,0.0,T,0.0,,0.0,T,,,9.0,,33.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-10-12,2025,10,12,,18.4,,9.0,,13.7,,4.3,,0.0,,0.0,T,0.0,,0.0,T,,,11.0,,37.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-10-13,2025,10,13,,18.1,,8.9,,13.5,,4.5,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-10-14,2025,10,14,,21.9,,7.6,,14.8,,3.2,,0.0,,0.0,,0.0,,0.0,,,,34.0,,37.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-10-15,2025,10,15,,13.9,,5.4,,9.7,,8.3,,0.0,,0.0,,0.0,,0.0,,,,35.0,,39.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-10-16,2025,10,16,,15.1,,3.6,,9.4,,8.6,,0.0,,0.0,,0.0,,0.0,,,,36.0,,33.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-10-17,2025,10,17,,12.5,,5.2,,8.9,,9.1,,0.0,,4.9,,0.0,,4.9,,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,2025-10-18,2025,10,18,,21.6,,11.9,,16.8,,1.2,,0.0,,0.0,,0.0,,0.0,,,,14.0,,33.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-10-19,2025,10,19,,21.9,,12.5,,17.2,,0.8,,0.0,,7.4,,0.0,,7.4,,,,25.0,,55.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-10-20,2025,10,20,,16.1,,5.9,,11.0,,7.0,,0.0,,2.2,,0.0,,2.2,,,,31.0,,52.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-10-21,2025,10,21,,16.4,,4.8,,10.6,,7.4,,0.0,,0.7,,0.0,,0.7,,,,25.0,,59.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-10-22,2025,10,22,,11.4,,5.6,,8.5,,9.5,,0.0,,0.7,,0.0,,0.7,,,,26.0,,35.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-10-23,2025,10,23,,13.4,,5.5,,9.5,,8.5,,0.0,,0.5,,0.0,,0.5,,,,27.0,,48.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-10-24,2025,10,24,,12.4,,2.6,,7.5,,10.5,,0.0,,0.0,T,0.0,,0.0,T,,,29.0,,37.0,
-79.63,43.68,TORONTO INTL A,6158731,2025-10-25,2025,10,25,,11.8,,2.4,,7.1,,10.9,,0.0,,0.0,T,0.0,,0.0,T,,,,M,,M
